id,title ar,title en,date,preacher ar,preacher en,link
1,اجتماع العبادة الاحد ٩/ ٥/ ٢٠٢١,,9/5/2021,ق. ميشيل عباس,,https://www.facebook.com/Christ-Evangelical-Baptist-Church-Fanar-164754413975834/videos/803349010311451
